"Permitir_Inmigrantes_Etnicos","Permitir_Inmigrantes_Pobres","Impacto_Economico_Inmigracion","Impacto_Cultural_Inmigracion","Impacto_Calidad_Vida_Inmigracion","Edad_Encuestado","Anios_Educacion_Completados","Satisfaccion_Ingresos_Hogar","Pais","Genero","Tipo_Domicilio","Rango_Edad","Region_Geografica","Nivel_Educacion_Agrupado"
1,1,7,8,8,45,15,2,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
2,2,7,10,8,17,11,2,"Germany","Female","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
2,3,7,7,7,29,19,1,"Germany","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Universitaria y Posgrado"
3,3,3,3,2,57,15,2,"Germany","Male","A big city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
1,1,10,10,10,52,19,1,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Universitaria y Posgrado"
3,4,3,2,2,64,12,1,"Germany","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
4,4,5,3,3,54,11,1,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Primaria"
2,2,6,7,5,76,13,1,"Germany","Male","Country village","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
2,2,6,6,4,49,14,1,"Germany","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
1,1,7,5,8,35,15,2,"Germany","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,2,3,4,5,67,12,2,"Germany","Female","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,2,7,8,5,34,25,2,"Germany","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,5,3,4,49,16,2,"Germany","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
2,2,6,9,7,57,19,1,"Germany","Female","A big city","Adultos (45-59)","Europa Occidental","Educación Universitaria y Posgrado"
1,1,3,3,5,18,12,1,"Germany","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
2,2,7,5,7,59,15,1,"Germany","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
1,1,10,9,8,19,13,2,"Germany","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
2,2,4,3,3,56,17,1,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
3,2,5,1,4,53,13,2,"Germany","Male","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
1,2,6,1,5,42,20,1,"Germany","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,8,6,5,59,18,1,"Germany","Female","Suburbs or outskirts of big city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
1,1,10,10,8,58,22,1,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,6,7,7,42,12,1,"Germany","Male","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,2,5,5,5,76,20,1,"Germany","Male","A big city","Ancianos (75-90)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,5,5,2,73,13,2,"Germany","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
3,3,6,3,2,73,13,2,"Germany","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,3,5,7,7,45,13,1,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
1,1,9,10,7,39,15,1,"Germany","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
3,3,8,9,8,82,14,2,"Germany","Male","Country village","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
3,3,1,3,4,61,12,2,"Germany","Male","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,2,7,5,5,80,19,1,"Germany","Female","Town or small city","Ancianos (75-90)","Europa Occidental","Educación Universitaria y Posgrado"
1,1,6,9,7,20,13,1,"Germany","Female","Country village","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
3,3,1,2,1,33,12,3,"Germany","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
3,3,1,1,1,45,16,3,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
1,1,7,8,7,22,17,1,"Germany","Female","Country village","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
2,3,5,5,6,85,12,2,"Germany","Male","Country village","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
3,3,9,7,5,34,16,1,"Germany","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,2,7,7,6,73,12,1,"Germany","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
1,1,7,8,7,39,31,2,"Germany","Male","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
3,4,5,5,0,52,13,1,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,5,8,8,58,12,2,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
4,4,5,4,0,56,12,1,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,4,8,4,36,13,2,"Germany","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,2,5,7,4,44,15,1,"Germany","Female","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,2,8,7,7,27,12,2,"Germany","Female","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
2,2,3,6,5,45,15,3,"Germany","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
4,4,0,2,0,67,16,1,"Germany","Male","Farm or home in countryside","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
3,3,5,0,2,69,9,2,"Germany","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
1,1,9,9,9,59,20,1,"Germany","Female","A big city","Adultos (45-59)","Europa Occidental","Educación Universitaria y Posgrado"
1,3,5,6,6,53,18,3,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
2,2,7,8,5,34,18,1,"Germany","Male","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,2,3,5,4,67,19,1,"Germany","Female","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,5,0,1,54,13,3,"Germany","Male","A big city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,3,7,4,58,12,1,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,3,8,5,3,86,11,1,"Germany","Male","A big city","Ancianos (75-90)","Europa Occidental","Educación Primaria"
3,3,2,3,3,18,12,1,"Germany","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
3,4,2,3,2,60,13,1,"Germany","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,2,7,8,5,49,14,1,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
1,1,8,7,5,39,17,2,"Germany","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
3,2,6,2,3,67,11,2,"Germany","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
4,3,0,0,0,68,11,2,"Germany","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,3,5,5,5,20,12,3,"Germany","Male","A big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
2,2,5,6,5,17,12,1,"Germany","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
1,1,5,10,8,74,12,2,"Germany","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
3,3,2,5,6,50,12,1,"Germany","Male","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
4,4,3,2,2,37,12,2,"Germany","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
3,2,5,5,6,23,13,1,"Germany","Male","Country village","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
3,1,9,2,6,16,9,1,"Germany","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
1,1,8,5,7,32,13,1,"Germany","Male","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
3,3,0,0,0,64,11,3,"Germany","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
1,1,8,8,10,16,9,1,"Germany","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
1,1,8,7,3,46,13,1,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
1,1,10,8,5,29,14,2,"Germany","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
3,3,5,6,3,64,16,1,"Germany","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
3,4,5,4,3,35,14,2,"Germany","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,3,3,4,4,66,16,2,"Germany","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
1,1,10,10,10,69,17,1,"Germany","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
2,2,8,8,8,70,12,1,"Germany","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
1,2,9,8,7,65,16,1,"Germany","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
2,2,5,7,5,27,18,1,"Germany","Male","Country village","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
1,1,7,7,8,30,17,2,"Germany","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,2,5,4,2,25,13,2,"Germany","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
1,1,10,10,10,31,20,1,"Germany","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,5,5,5,68,18,1,"Germany","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
2,3,8,7,8,21,13,2,"Germany","Male","A big city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
1,1,6,10,9,41,15,1,"Germany","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
3,3,2,7,3,26,16,1,"Germany","Female","Country village","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
2,2,7,8,8,70,10,2,"Germany","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
2,2,9,8,8,83,18,1,"Germany","Male","Suburbs or outskirts of big city","Ancianos (75-90)","Europa Occidental","Educación Técnica o Profesional"
3,3,5,5,5,42,19,2,"Germany","Male","A big city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
2,2,7,4,4,21,11,3,"Germany","Female","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
2,2,8,6,7,51,23,1,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Universitaria y Posgrado"
3,3,3,5,4,67,15,1,"Germany","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
3,3,7,3,2,67,12,1,"Germany","Male","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,2,5,7,7,26,20,1,"Germany","Male","Country village","Jóvenes (15-29)","Europa Occidental","Educación Universitaria y Posgrado"
3,3,6,4,4,20,14,1,"Germany","Male","Country village","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
2,3,6,10,8,33,19,2,"Germany","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
3,2,8,3,4,71,20,1,"Germany","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Universitaria y Posgrado"
1,3,5,8,8,54,17,1,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
3,3,7,2,5,90,11,2,"Germany","Male","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,2,10,5,6,17,9,2,"Germany","Male","Country village","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
1,1,8,7,7,60,18,1,"Germany","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
3,3,2,1,2,68,8,1,"Germany","Male","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
2,4,9,5,5,27,17,1,"Germany","Female","Country village","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
2,2,9,8,7,24,17,1,"Germany","Female","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
1,1,9,9,8,29,18,1,"Germany","Female","A big city","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
1,1,8,6,5,26,18,2,"Germany","Female","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Técnica o Profesional"
2,1,8,8,9,39,18,1,"Germany","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,2,10,9,9,29,20,2,"Germany","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa Occidental","Educación Universitaria y Posgrado"
3,2,0,2,2,76,10,1,"Germany","Female","Town or small city","Ancianos (75-90)","Europa Occidental","Educación Primaria"
3,3,8,6,4,76,10,1,"Germany","Female","Country village","Ancianos (75-90)","Europa Occidental","Educación Primaria"
2,3,0,0,0,57,13,2,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
1,1,6,6,6,84,11,1,"Germany","Female","Suburbs or outskirts of big city","Ancianos (75-90)","Europa Occidental","Educación Primaria"
3,3,5,3,3,61,11,1,"Germany","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Primaria"
3,2,5,5,5,45,13,2,"Germany","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,9,7,7,39,25,1,"Germany","Female","Town or small city","Adultos Jóvenes (30-44)","Europa Occidental","Educación Universitaria y Posgrado"
3,2,4,5,5,60,16,2,"Germany","Female","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
2,2,5,5,8,73,12,2,"Germany","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
2,2,3,4,3,71,13,1,"Germany","Male","Country village","Adultos Mayores (60-74)","Europa Occidental","Educación Secundaria"
4,4,3,2,1,80,13,1,"Germany","Female","Town or small city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
1,3,8,8,8,63,17,1,"Germany","Male","A big city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
3,3,0,4,1,39,13,2,"Germany","Male","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Secundaria"
2,2,7,8,8,67,19,1,"Germany","Male","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Universitaria y Posgrado"
3,3,4,2,4,24,10,2,"Germany","Male","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
3,2,5,4,3,57,11,2,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Primaria"
1,1,6,4,7,19,12,1,"Germany","Female","Town or small city","Jóvenes (15-29)","Europa Occidental","Educación Secundaria"
1,1,3,5,2,56,18,2,"Germany","Male","Town or small city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
1,1,8,5,5,53,13,1,"Germany","Female","Country village","Adultos (45-59)","Europa Occidental","Educación Secundaria"
2,2,6,6,7,48,16,1,"Germany","Female","Town or small city","Adultos (45-59)","Europa Occidental","Educación Técnica o Profesional"
2,1,7,8,7,65,16,1,"Germany","Female","Town or small city","Adultos Mayores (60-74)","Europa Occidental","Educación Técnica o Profesional"
2,2,5,8,5,76,13,2,"Germany","Female","Town or small city","Ancianos (75-90)","Europa Occidental","Educación Secundaria"
2,2,6,5,5,43,16,1,"Germany","Female","Country village","Adultos Jóvenes (30-44)","Europa Occidental","Educación Técnica o Profesional"
2,2,7,8,8,16,10,1,"Germany","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa Occidental","Educación Primaria"
